",Invoice,4/13/2020,INV19159,Logitech HD Pro Webcam C920. Web camera - color - 1920 x 1080 - audio - USB 2.0 - H.264,1.00,$79.99 ,$79.99 ,CA,Antelope Valley High School Distr	ict																																																															",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/1/2020,INV19477,Logitech HD Pro Webcam C920. Web camera - color - 1920 x 1080 - audio - USB 2.0 - H.264,4.00,$79.99 ,$319.96 ,CA,Antelope Valley High School Dist	rict																																																															",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,2/5/2020,INV19031,Promethean Chromebox,11.00,$349.00 ,""$3,839.00 "",CA,Antelope Valley High School District																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,2/6/2020,INV19039,Promethean Chromebox,2.00,$349.00 ,$698.00 ,CA,Antelope Valley High School District																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,2/6/2020,INV19040,Promethean Chromebox,3.00,$349.00 ,""$1,047.00 "",CA,Antelope Valley High School District																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/8/2020,INV19396,Promethean Chromebox,4.00,$349.00 ,""$1,396.00 "",CA,Antelope Valley High School District																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/22/2020,INV19430,Promethean Chromebox,4.00,$349.00 ,""$1,396.00 "",CA,Antelope Valley High School District																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,11/21/2020,INV19573,Promethean Fixed height mobile stand for use with ActivPanel   **PEPPM Contract 528899-123 Promethean**,16.00,$480.00 ,""$7,680.00 "",CA,Antelope	Valley	High Sch	ool	Dis	tri	ct																																																										",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,11/17/2020,INV19569,Promethean Fixed height mobile stand for use with ActivPanel  **PEPPM Contract 528899-123 Promethean**,9.00,$480.00 ,""$4,320.00 "",CA,Antelope Va	lley H	igh Schoo	l Di	str	ict																																																											",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,11/25/2020,INV19584,Promethean OPS-M (no OS preinstalled)  **PEPPM contract 528899-123 Promethean**,70.00,$799.00 ,""$55,930.00 "",CA,Antelope Valley High School Dist	rict																																																															",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,11/17/2020,INV19569,Promethean OPS-M (no OS preinstalled)  *PEPPM contract 528899-123 Promethean**,68.00,$799.00 ,""$54,332.00 "",CA,Antelope Valley High School Distr	ict																																																															",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/21/2020,INV19530,Promethean OPS-M (Win 10 IoT preinstalled)  **PEPPM contract 528899-123 Promethean**,560.00,$799.00 ,""$447,440.00 "",CA,Antelope Valley High Scho	ol Dis	trict																																																														",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,11/21/2020,INV19573,Promethean Side Mounted Laptop Shelf,16.00,$95.00 ,""$1,520.00 "",CA,Antelope Valley High School District																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,12/29/2020,INV19621,Promethean Side Mounted Laptop Shelf     **PEPPM Contract 528899-123 Promethean**,9.00,$95.00 ,$855.00 ,CA,Antelope Valley High School District																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,2/3/2020,INV19027,Quartz Hill High School - Certified Professional Integration of Activpanel and wall mount in to existing classroom infrastructure including audio	system	and data	run	fr	om	existi	ng	po	""rt.","19.0""	""0","""	$1 	","10""	0	0	""""""","	""$""	""20","900""	0	""0 """"","CA""	""","A""	ntelope Va	lley	Hig	h Sc	hool	D	ist	rict																																				",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,2/6/2020,INV19043,Rex Parris High School -  Certified Professional Integration of Activpanel and wall mount in to existing classroom infrastructure including audio	system	and data	run	fr	om	existi	ng	po	""rt.","2.00""	""","$""	""1","	100	0	0	""","""	$2 	","200.0""	0	""""""",CA,"A""	nt	elope Vall	ey Hi	gh	Scho	ol D	is	tri	ct																																				",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/31/2020,INV19146,""ThinkCentre M920q, Intel Core i5-8500T, Windows 10 Pro 64, 8GB, 10RS"",3.00,$949.00 ,""$2,847.00 "",CA,Antelope Valley High School District																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/31/2020,INV19145,""ThinkCentre M920q, Intel Core i5-8500T, Windows 10 Pro 64, 8GB, 10RS"",5.00,$949.00 ,""$4,745.00 "",CA,Antelope Valley High School District																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,4/13/2020,INV19159,""ThinkCentre M920q, Intel Core i5-8500T, Windows 10 Pro 64, 8GB, 10RS"",1.00,$949.00 ,$949.00 ,CA,Antelope Valley High School District																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,7/7/2020,INV19286,""ThinkCentre M920q, Intel Core i5-8500T, Windows 10 Pro 64, 8GB, 10RS"",4.00,$949.00 ,""$3,796.00 "",CA,Antelope Valley High School District																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/21/2020,INV19525,""Truck load Highland HS  ActivPanel Titanium 75"""" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition av	ailabl	""e FOC""""","11""	2	""","$""	""3","9""	99	""""""","""	$4 	47","888.00""	""0 """"""	""","C""	""A","A""	nt	el	ope	V	alley	Hi	gh Sch	oo	l District																																											",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/21/2020,INV19526,""Truck Load Palmdale HS ActivPanel Titanium 75"""" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition ava	ilable	""FOC""""","112""	"".00","	""$3""	""","99""	""9.00 """"""	""","$""	44	""7","888.00""	""""""","	CA	","An""	te	lo	pe	Va	lley H	ig	h Scho	ol	District																																											",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,4/28/2020,INV19180,iRover_™ for Interactive Flat Panels 500,1.00,""$1,175.00 "",""$1,175.00 "",CA,Bakersfield City School District																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,11/25/2020,INV19583,""ActivPanel Nickel 75"""" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC"",39.00,""$2,625	"".00 """"","	""$102","375""	0	""""""","C""	""A","B""	ret Ha	rte	U	nion Hig	h S	ch	ool	D	is	tri	ct																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,12/22/2020,INV19615,""ActivPanel Nickel 75"""" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC"",1.00,""$2,625.	""00 """"","""	$2","625.00 ""	""""""","C""	""A","B""	ret	Harte	Un	io	n High S	cho	ol	Di	st	ri	ct																																																	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,12/11/2020,INV19598,Certified Professional Installation ACT will removal all existing whiteboards and projectors from the wall/ceiling. ACT will then install the Ac	tivPan	el on the	wal	l w	ith	a fix	ed	ve	sa mount	.	AC	T w	il	l	set	a	ll rem	ov	ed equ	ip	ment in a	speci	fie	d lo	cati	on	in	eac	h	room for	cu	st	om	er to	d	isp	ose	""of.","3""	9	""","$""	82	5	""","	""$""	""32","	17	5.00 """"","	CA","Br""	et	Ha	rte	Unio	n Hi	gh S	cho	ol D	istr	ict						",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,12/22/2020,INV19614,Manual height adjustable mobile stand for use with ActivPanel,1.00,""$1,279.00 "",""$1,279.00 "",CA,Bret Harte Union High School District																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/4/2020,INV19335,Vivitek DW884ST Projector,1.00,$750.00 ,$750.00 ,CA,Bret Harte Union High School District																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,6/30/2020,INV19269,""Promethean ActivBoard 10Touch Range 78"""" Dry Erase electronic interactive whiteboard.   *CE Rm 14*"",1.00,""$1,099.00 "",""$1,099.00 "",CA,Charleston	Eleme	ntary Sch	ool																																																													",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,1/30/2020,INV19019,ActivConnect OPS - AP PC for Android.,1.00,$99.00 ,$99.00 ,CA,Coalinga Middle School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,1/30/2020,INV19019,""ActivPanel Titanium 86"""" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC  **Promethean	First	Time /Bu	yer	Pro	mo	Pricin	g**	""""""","	1.00","$3""	""","43""	7	0	""""""","	""$""	""3","4""	37	"".00 """"","	CA	","Coali""	ng	a Middle S	chool																																										",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,2/24/2020,INV19073,Certified Installation of ActivPanel - Wall Installation           **Digital Edge Contract #ESD112-DE-16A**,1.00,$650.00 ,$650.00 ,CA,Coalinga Mi	ddle S	chool																																																														",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,1/8/2020,INV18985,""LU UNO turn-key system for: One interactive video wall, light and sound system  **Price reflects 10% discount for Lü Launch Pad Program."",1.00,""$	""13","500""	"".00 """"","$1""	""3","50""	0	""0 """"""	""",CA,"Ea""	sts	id	e High S	cho	ol																																																					",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,4/28/2020,INV19183,""ActivPanel Titanium 86"""" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC"",1.00,""$3,437	"".00 """"","	""$3","437.0""	""0 """"","	CA","	Esc	ondido	Un	io	n School	Di	st	ric	t																																																			
",Invoice,1/31/20,INV19028,"ActivPanel Nickel 65"""""""" - 1 x Pen", Vesa Mount," WIFI Module & cable pack included. ActivInspire Professional Edition available FOC""""",1,$1 ,"050.0""	""0 """"","$""	""1","050.00""	""""""","CA""	""","Gr""	ace	Luthe	ran	S	chool																																																							",,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/3/2020,INV19389,""Manipulative Cleaning Tub Kit When students return, shared manipulatives like Lego, tan gram shapes, counters, etc. will need a fast and easy way	to be	cleaned	ever	y d	ay.	This	sim	pl	e but us	efu	l	tub	k	it	in	cl	udes t	wo	of ou	r	durable La	rge O	pen	Tub	s an	d	a n	ew m	es	h-bottom	ed	tu	b	for a	c	omp	lete	wash	ing	an	d	dryi	ng	s	et.	O	ur tubs	have	b	een	tes	ted	with	Cav	iwi	pes	(med	ical	grade	di	si	nfec	tion	""wipes) and bleach diluted to 2:10.""""",8,$55.00 ,$440.00 ,CA,"Hephatha Lutheran School Church and School""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,2/11/2020,INV19058,ACT Certified Installation -Retrofit NEW Boxlight Projector onto Promethean original projector boom.,1.00,$165.00 ,$165.00 ,CA,Heritage Oak Priva	te Edu	cation																																																														",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/29/2020,INV19544,ACT Certified Installation -Retrofit NEW Boxlight Projector onto Promethean original projector boom.,1.00,$0.00 ,$0.00 ,CA,Heritage Oak Private	Educat	ion																																																														",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,2/11/2020,INV19058,""BoxLight Cambridge X37NST Projector XGA short-throw. 3700-lumens. (wireless optional)  MAY NEED TO ORDER A BOXLIGHT """"SPIDER"""" MOUNT"""""",1.00,$79	""9.00 ","	$799.00 ","	CA","H""	eri	tag	e Oak	Pri	va	te Educa	tio	n																																																					",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/29/2020,INV19544,""BoxLight Cambridge X37NST Projector XGA short-throw. 3700-lumens. (wireless optional)  MAY NEED TO ORDER A BOXLIGHT """"SPIDER"""" MOUNT"""""",1.00,$0	"".00 ","$""	""0.00 ",CA,"	Heri	tag	e O	ak Pri	vat	e	Educatio	n																																																						
",Invoice,2/26/20,INV19075,Cambridge Replacement Filter,6,$19.00 ,$114.00 ,CA,"Heritage Oak Private Education""																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,11/11/2020,INV19558,Cambridge Replacement Filter,5.00,$25.00 ,$125.00 ,CA,Heritage Oak Private Education																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/3/2020,INV19092,ActivPanel Mobile Stand - For use with current & previous versions of ActivPanel *,3.00,$599.00 ,""$1,797.00 "",CA,Highland High School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,7/15/2020,INV19299,Boxlight N12 WXGA Ultra Short Throw Projector with bulb. 4000 Lumens. Mount included,3.00,""$1,399.00 "",""$4,197.00 "",CA,Huntington Christian Schoo	l																																																															",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,1/8/2020,INV18986,BenQ MW826ST Replacement Lamp,3.00,$99.00 ,$297.00 ,CA,Kennedy Elementary School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,6/11/2020,INV19238,ACT Certified Installation- re-installation of Promethean Interactive Whiteboard Systems,3.00,$750.00 ,""$2,250.00 "",CA,Lancaster High School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/20/2020,INV19364,ACT Certified Installation- re-installation of Promethean Interactive Whiteboard Systems,3.00,$750.00 ,""$2,250.00 "",CA,Lancaster High School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,6/18/2020,INV19254,TRUTOUCH 860RS Ultra-HD LED Multi-touch Display,1.00,""$5,000.01 "",""$5,000.01 "",CA,Linker Financial Group Inc																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/9/2020,INV19101,""CA-60 System with 4 Ceiling Speakers & tile bridges, 2-50' Speaker Cables and 25' 3.5mm cable (KIT)   AM-9001 CA-60 Amplifier 1 each AC-0003 Cabl	e Wire	Speaker	50 f	t p	len	um rat	ed	sp	eaker wi	re	1	eac	h	AC	0	2	Cable	W	ire Sp	ea	ker 75 ft	tinne	d p	lenu	m ra	te	d s	peak	er	wire 1	eac	h	33	00-00	43	Sp	eake	r CS-	12 T	il	e	Brid	ge	s	for	C	eiling	Plenu	m	Spe	aker	4 e	ach	SP-0	1	Spe	aker	CS-	12 Cei	lin	g	Spea	ker	""with Plenum Rated Back can 4 each AC-1002 Power Supply", Wall Mount 24VDC 2A 1 each AC-1003 15' Cable," Plenum Power Cable with 2 Spade Lugs to bare wires""""",1,$425.00 ,$425.00 ,CA,"Los Banos Junior High School""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/24/2020,INV19126,""CA-60 System with 4 Ceiling Speakers & tile bridges, 2-50' Speaker Cables and 25' 3.5mm cable (KIT)   AM-9001 CA-60 Amplifier 1 each AC-0003 Cab	le Wir	e Speaker	50	ft	ple	num ra	ted	s	peaker w	ire	1	ea	ch	A	C-0	0	2 Cabl	e	Wire S	pe	aker 75 ft	tinn	ed	plen	um r	at	ed	spea	ke	r wire 1	ea	ch	3	300-0	4	3 S	peak	er CS	-12	Ti	le	Bri	dg	es	fo	r	Ceiling	Plen	um	Sp	eake	r 4	each	SP-	0	1 Sp	eake	r CS	-12 Ce	ili	ng	Spe	aker	""with Plenum Rated Back can 4 each AC-1002 Power Supply", Wall Mount 24VDC 2A 1 each AC-1003 15' Cable," Plenum Power Cable with 2 Spade Lugs to bare wires""""",2,$425.00 ,$850.00 ,CA,"Los Banos Junior High School""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/24/2020,INV19122,Audio Enhancement CA-60 Amp,1.00,$225.00 ,$225.00 ,CA,Los Banos Unified School District																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/24/2020,INV19127,Audio Enhancement CA-60 Amp,2.00,$225.00 ,$450.00 ,CA,Los Banos Unified School District																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/24/2020,INV19122,""Audio Enhancement Wall Mount 24VDC 2A Power Supply & 15ft Plenum cable w/Spade Lugs 3010-0103 Power Supply, Wall Mount 24VDC  2A 3210-0104 Cable	""", 15',"	Plenum Po	wer	cab	le	w/2 Sp	ade	L	uge to b	are	w	rie	s	-	use	w	ith 30	10	-0103""""""	""","1""	"".00","$75.00""	""","$75""	0	""","CA""	""","Los""	B	ano	s Un	if	ied Scho	ol	Di	st	rict																														",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/24/2020,INV19127,""Audio Enhancement Wall Mount 24VDC 2A Power Supply & 15ft Plenum cable w/Spade Lugs 3010-0103 Power Supply, Wall Mount 24VDC  2A 3210-0104 Cable	""", 15',"	Plenum Po	wer	cab	le	w/2 Sp	ade	L	uge to b	are	w	rie	s	-	use	w	ith 30	10	-0103""""""	""","2""	"".00","$75.00""	""","$15""	0	""0 ","C""	""A","Lo""	s	Ban	os U	ni	fied Sch	ool	D	is	trict																														",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/19/2020,INV19120,""CA-60 System with 4 Ceiling Speakers & tile bridges, 2-50' Speaker Cables and 25' 3.5mm cable (KIT)   3000-0473 CA-60 Amplifier 1 each 3210-0075	Cable	35ft 3.5	X3.5	Ca	ble	1 eac	h 3	20	0-0003 C	abl	e	Wir	e	Sp	eak	er	50 ft	p	lenum	ra	ted speake	r wir	e 1	eac	h 32	0	0	02 C	ab	le Wire	Spe	ak	er	75 f	t	tin	ned	plenu	m ra	te	d	spea	ke	r	wir	e	1 each	-3300	0	43	Spea	ker	CS-1	2 Ti	le	Brid	ges	for	Ceilin	g P	le	num	Spea	""ker 4 each 3300-0044 Speaker CS-12 Ceiling Speaker with Plenum Rated Back can 4 each 3010-0103 Power Supply", Wall Mount 24VDC 2A 1 each 3210-0104 15' Cable," Plenum Power Cable with 2 Spade Lugs to bare wires - use w/3010-0103 for CA-60""""",1,$425.00 ,$425.00 ,CA,"Los Banos Unified School District""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/8/2020,INV19497,""ActivPanel Nickel 75"""" - 1 x Pen, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC"",1.00,""$2,750.00 "",""$2,750.	""00 """"","C""	""A","Mater D""	ei H	igh	Sc	hool																																																										",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/8/2020,INV19497,Promethean Mobile Adj Stand System for ActivPanel.  (check product information for compatibility with ActivPanel),1.00,""$1,275.00 "",""$1,275.00 "",	""CA","Mat""	er Dei Hi	gh S	cho	ol																																																											",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/17/2020,INV19114,Installation -,1.00,""$3,500.00 "",""$3,500.00 "",CA,Mountain Elementary School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/18/2020,INV19089,ActivConnect OPS - AP PC for Android.,23.00,$196.52 ,""$4,519.96 "",CA,National School District																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/18/2020,INV19089,""ActivPanel Nickel 65"""" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC"",23.00,""$2,038.	""00 """"","""	$46","874.00 ""	""0 """"","	CA","	Nat	ional	Sch	oo	l Distri	ct																																																						
",Invoice,3/18/20,INV19089,"BoxLight Rainier IFPD-MOB  Motorized height adjustable mobile stand. For use with entire BOXLIGHT ProColor line up to 84"""""""". Includes mobile base""	"""," adju""	stable co	lumn	"""," w""	ire	d remo	""te","	a	nd vesa	pla	te		AC	T	Cer	ti	fied A	ss	embly	an	d Set-Up F	ree o	f C	harg	e. W	ar	eho	usin	g	and Tran	spo	rt	at	ion o	f	Pro	meth	ean A	ctiv	Pa	ne	ls a	nd	M	obi	le	Carts	Inclu	de	d.	*	Spri	ng A	ssem	bly	and	Set	#NAME?	March	23	-	Apri	l 3","	2020 for (40) ActivPanels.  * Professional Development Support -Promethean On-Site Training Included. -Promethean On-Site Technical Training Included. -Promethean Summit.  ***Digital Edge Contract #ESD112-DE-16A***""""",23,$1 ,"697.00 """"",$39 ,"031.00 """"",CA,"National School District""",,,,,,,,,,,,,,,,,,,,,,,
",Invoice,12/8/2020,INV19596,""Draper Projection Screen Luma with Autrtrn, 16:10, MT W 109"""""",1.00,$375.00 ,$375.00 ,CA,Nevada City School District																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,2/17/2020,INV19062,HoverCam Solo 8+,3.00,$349.00 ,""$1,047.00 "",CA,Nevada City School District																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,12/8/2020,INV19596,Optoma EH412 Projector. 4500 Lumens. 4K UHD,1.00,$835.00 ,$835.00 ,CA,Nevada City School District																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
